Resistance-Type;Gene	DSgene	Sample	Abundance

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2638369	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR6231011	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR13554778	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR3546449	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8797411	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR3546452	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8512248	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR4389122	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8797412	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281034	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281035	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR13554775	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281029	4

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11844737	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR13662870	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR12918152	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR6213885	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2638367	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR4389352	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8512250	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11844785	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR9644739	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR2191546	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR9644740	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8512251	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR3546453	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR10419845	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2090170	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR13554773	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281033	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2638366	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11844738	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11844740	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8512249	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11614988	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR3546454	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2090166	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR6213120	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR6212576	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8512246	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR6211631	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281028	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11844736	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2638365	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11844784	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8797414	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8512245	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR9644741	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11614986	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR9644742	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR4388077	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281026	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR10992210	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR3546450	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281040	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281022	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2090174	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR4388699	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11844739	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR4388080	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281021	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281041	1

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR3546456	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281025	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR12918151	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2090169	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR6208705	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281038	5

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR8797413	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2638370	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR2638363	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	ERR3281039	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR6209370	0

Beta-Lactam Resistance;blaOXA	 blaOXA-129_1_FJWZ01000025	SRR11600163	1

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12666050	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12666050	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12666050	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638368	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638368	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638368	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281031	1

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281031	1

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281031	1

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090164	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090164	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090164	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546451	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546451	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546451	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546457	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546457	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546457	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12926096	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12926096	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12926096	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281037	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281037	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281037	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11600161	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11600161	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11600161	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR7912025	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR7912025	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR7912025	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281023	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281023	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281023	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638364	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638364	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638364	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281036	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281036	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281036	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281032	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281032	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281032	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281030	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281030	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281030	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10992209	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10992209	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10992209	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512247	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512247	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512247	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281024	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281024	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281024	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11600162	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11600162	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11600162	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213089	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213089	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213089	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281027	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281027	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281027	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638369	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638369	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638369	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6231011	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6231011	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6231011	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554778	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554778	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554778	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546449	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546449	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546449	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797411	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797411	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797411	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546452	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546452	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546452	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512248	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512248	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512248	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4389122	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4389122	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4389122	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797412	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797412	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797412	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281034	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281034	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281034	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281035	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281035	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281035	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554775	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554775	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554775	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281029	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281029	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281029	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844737	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844737	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844737	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13662870	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13662870	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13662870	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12918152	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12918152	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12918152	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213885	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213885	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213885	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638367	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638367	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638367	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4389352	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4389352	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4389352	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512250	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512250	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512250	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844785	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844785	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844785	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644739	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644739	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644739	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR2191546	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR2191546	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR2191546	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644740	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644740	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644740	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512251	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512251	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512251	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546453	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546453	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546453	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10419845	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10419845	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10419845	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090170	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090170	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090170	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554773	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554773	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR13554773	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281033	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281033	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281033	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638366	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638366	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638366	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844738	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844738	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844738	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844740	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844740	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844740	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512249	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512249	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512249	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11614988	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11614988	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11614988	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546454	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546454	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546454	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090166	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090166	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090166	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213120	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213120	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6213120	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6212576	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6212576	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6212576	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512246	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512246	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512246	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6211631	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6211631	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR6211631	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281028	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281028	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281028	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844736	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844736	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844736	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638365	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638365	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2638365	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844784	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844784	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844784	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797414	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797414	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8797414	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512245	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512245	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR8512245	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644741	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644741	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644741	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11614986	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11614986	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11614986	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644742	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644742	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR9644742	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR4388077	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR4388077	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR4388077	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281026	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281026	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281026	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10992210	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10992210	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR10992210	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546450	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546450	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546450	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281040	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281040	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281040	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281022	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281022	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281022	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090174	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090174	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR2090174	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4388699	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4388699	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR4388699	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844739	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844739	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR11844739	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR4388080	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR4388080	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR4388080	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281021	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281021	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281021	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281041	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281041	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281041	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546456	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546456	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR3546456	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281025	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281025	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	ERR3281025	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12918151	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12918151	0

Macrolide Resistance;ere(D)	 ere(D)_1_KP265721	SRR12918151	0

